iter	Passed	Remaining
1061	10301	38200
1062	10310	38188
1063	10320	38179
1064	10330	38171
1065	10340	38161
1066	10350	38150
1067	10359	38138
1068	10369	38130
1069	10379	38123
1070	10388	38111
1071	10399	38105
1072	10409	38096
1073	10418	38083
1074	10427	38072
1075	10437	38063
1076	10447	38054
1077	10457	38045
1078	10467	38038
1079	10476	38026
1080	10486	38017
1081	10496	38007
1082	10506	37998
1083	10514	37985
1084	10523	37973
1085	10533	37961
1086	10543	37954
1087	10552	37940
1088	10561	37930
1089	10570	37919
1090	10580	37910
1091	10589	37897
1092	10600	37891
1093	10609	37881
1094	10619	37872
1095	10629	37863
1096	10639	37853
1097	10649	37844
1098	10659	37836
1099	10668	37826
1100	10679	37821
1101	10688	37809
1102	10698	37798
1103	10707	37786
1104	10717	37776
1105	10726	37766
1106	10735	37754
1107	10745	37744
1108	10755	37736
1109	10764	37724
1110	10774	37716
1111	10784	37705
1112	10793	37695
1113	10802	37683
1114	10812	37674
1115	10822	37663
1116	10831	37653
1117	10841	37643
1118	10850	37633
1119	10860	37623
1120	10869	37611
1121	10878	37600
1122	10889	37595
1123	10899	37584
1124	10909	37576
1125	10918	37565
1126	10928	37555
1127	10938	37547
1128	10948	37538
1129	10958	37529
1130	10968	37522
1131	10979	37515
1132	10988	37505
1133	10998	37494
1134	11007	37482
1135	11017	37474
1136	11027	37465
1137	11037	37456
1138	11047	37449
1139	11057	37440
1140	11068	37433
1141	11076	37420
1142	11086	37409
1143	11095	37398
1144	11105	37389
1145	11115	37380
1146	11125	37372
1147	11135	37363
1148	11145	37354
1149	11154	37343
1150	11164	37335
1151	11173	37323
1152	11183	37314
1153	11193	37304
1154	11202	37293
1155	11212	37283
1156	11221	37273
1157	11231	37263
1158	11241	37254
1159	11251	37246
1160	11262	37240
1161	11272	37231
1162	11282	37224
1163	11292	37215
1164	11302	37206
1165	11312	37196
1166	11321	37184
1167	11331	37175
1168	11340	37165
1169	11350	37156
1170	11359	37145
1171	11369	37134
1172	11379	37126
1173	11389	37116
1174	11399	37109
1175	11409	37099
1176	11419	37091
1177	11428	37080
1178	11437	37068
1179	11447	37057
1180	11456	37045
1181	11466	37037
1182	11476	37028
1183	11485	37016
1184	11494	37007
1185	11505	36999
1186	11515	36989
1187	11524	36980
1188	11534	36972
1189	11545	36965
1190	11554	36952
1191	11563	36941
1192	11571	36927
1193	11581	36916
1194	11590	36906
1195	11600	36895
1196	11609	36883
1197	11618	36873
1198	11628	36863
1199	11637	36851
1200	11647	36842
1201	11655	36827
1202	11664	36817
1203	11674	36806
1204	11683	36795
1205	11692	36785
1206	11703	36777
1207	11712	36767
1208	11722	36759
1209	11733	36750
1210	11743	36743
1211	11754	36736
1212	11763	36726
1213	11772	36714
1214	11782	36704
1215	11791	36692
1216	11800	36681
1217	11809	36671
1218	11819	36661
1219	11829	36651
1220	11838	36640
1221	11848	36632
1222	11857	36620
1223	11867	36611
1224	11877	36603
1225	11886	36591
1226	11896	36579
1227	11905	36569
1228	11915	36559
1229	11923	36547
1230	11933	36537
1231	11943	36528
1232	11953	36519
1233	11964	36512
1234	11973	36501
1235	11982	36490
1236	11992	36481
1237	12002	36471
1238	12012	36462
1239	12022	36455
1240	12032	36446
1241	12042	36436
1242	12051	36425
1243	12061	36416
1244	12071	36408
1245	12080	36397
1246	12092	36393
1247	12102	36385
1248	12112	36377
1249	12124	36373
1250	12135	36366
1251	12144	36356
1252	12154	36348
1253	12164	36338
1254	12174	36330
1255	12186	36326
1256	12195	36314
1257	12204	36304
1258	12214	36295
1259	12224	36284
1260	12233	36274
1261	12244	36267
1262	12254	36258
1263	12264	36249
1264	12273	36239
1265	12283	36229
1266	12293	36219
1267	12302	36207
1268	12310	36195
1269	12319	36181
1270	12327	36168
1271	12338	36163
1272	12349	36155
1273	12359	36147
1274	12368	36135
1275	12377	36124
1276	12387	36114
1277	12396	36102
1278	12405	36092
1279	12414	36080
1280	12424	36069
1281	12433	36057
1282	12443	36049
1283	12452	36037
1284	12461	36026
1285	12469	36013
1286	12479	36004
1287	12489	35993
1288	12498	35983
1289	12508	35974
1290	12517	35963
1291	12526	35950
1292	12535	35938
1293	12545	35929
1294	12554	35919
1295	12564	35910
1296	12573	35898
1297	12583	35889
1298	12592	35878
1299	12602	35868
1300	12611	35856
1301	12620	35846
1302	12631	35838
1303	12641	35831
1304	12651	35822
1305	12661	35813
1306	12671	35805
1307	12681	35796
1308	12692	35788
1309	12702	35780
1310	12713	35773
1311	12722	35762
1312	12732	35753
1313	12741	35742
1314	12750	35731
1315	12759	35719
1316	12768	35708
1317	12778	35697
1318	12788	35688
1319	12798	35681
1320	12808	35672
1321	12818	35662
1322	12828	35654
1323	12838	35644
1324	12847	35632
1325	12857	35623
1326	12866	35613
1327	12876	35605
1328	12886	35596
1329	12896	35585
1330	12905	35576
1331	12915	35566
1332	12924	35555
1333	12934	35546
1334	12944	35537
1335	12953	35526
1336	12963	35515
1337	12973	35506
1338	12982	35495
1339	12992	35486
1340	13001	35476
1341	13011	35467
1342	13021	35456
1343	13031	35447
1344	13040	35436
1345	13049	35424
1346	13058	35412
1347	13067	35401
1348	13076	35390
1349	13085	35378
1350	13095	35369
1351	13104	35359
1352	13114	35349
1353	13124	35339
1354	13133	35330
1355	13143	35321
1356	13154	35314
1357	13164	35305
1358	13174	35297
1359	13183	35285
1360	13192	35273
1361	13201	35262
1362	13211	35252
1363	13220	35242
1364	13229	35231
1365	13241	35225
1366	13249	35212
1367	13260	35205
1368	13269	35194
1369	13278	35183
1370	13289	35175
1371	13299	35166
1372	13308	35157
1373	13318	35147
1374	13328	35139
1375	13338	35130
1376	13348	35122
1377	13358	35112
1378	13368	35103
1379	13378	35095
1380	13387	35083
1381	13397	35072
1382	13406	35062
1383	13415	35051
1384	13424	35039
1385	13433	35029
1386	13443	35018
1387	13453	35010
1388	13463	35000
1389	13473	34992
1390	13483	34982
1391	13493	34974
1392	13503	34964
1393	13512	34953
1394	13521	34942
1395	13532	34936
1396	13543	34928
1397	13553	34919
1398	13561	34908
1399	13570	34896
1400	13581	34889
1401	13590	34878
1402	13600	34868
1403	13610	34859
1404	13620	34851
1405	13629	34840
1406	13638	34829
1407	13649	34820
1408	13658	34810
1409	13667	34799
1410	13677	34790
1411	13686	34779
1412	13696	34769
1413	13707	34761
1414	13716	34752
1415	13726	34742
1416	13735	34732
1417	13744	34720
1418	13753	34708
1419	13762	34696
1420	13772	34688
1421	13781	34677
1422	13791	34666
1423	13801	34657
1424	13811	34649
1425	13821	34640
1426	13831	34632
1427	13841	34623
1428	13852	34617
1429	13862	34607
1430	13871	34596
1431	13881	34586
1432	13890	34576
1433	13900	34567
1434	13910	34558
1435	13920	34549
1436	13930	34541
1437	13940	34532
1438	13950	34522
1439	13959	34511
1440	13969	34501
1441	13979	34492
1442	13988	34482
1443	13998	34472
1444	14008	34462
1445	14018	34453
1446	14027	34443
1447	14037	34435
1448	14048	34427
1449	14058	34420
1450	14068	34410
1451	14078	34401
1452	14088	34392
1453	14098	34383
1454	14108	34374
1455	14118	34364
1456	14127	34353
1457	14137	34344
1458	14146	34334
1459	14156	34323
1460	14165	34313
1461	14175	34304
1462	14185	34296
1463	14196	34288
1464	14206	34279
1465	14215	34268
1466	14224	34257
1467	14234	34248
1468	14244	34239
1469	14254	34230
1470	14265	34223
1471	14275	34214
1472	14285	34206
1473	14296	34198
1474	14305	34188
1475	14315	34179
1476	14325	34169
1477	14334	34157
1478	14343	34146
1479	14352	34134
1480	14361	34125
1481	14370	34114
1482	14380	34103
1483	14388	34091
1484	14398	34081
1485	14408	34072
1486	14419	34065
1487	14428	34054
1488	14437	34043
1489	14446	34032
1490	14456	34022
1491	14466	34013
1492	14475	34003
1493	14484	33992
1494	14493	33980
1495	14503	33971
1496	14514	33964
1497	14524	33954
1498	14533	33943
1499	14542	33933
1500	14551	33922
1501	14561	33913
1502	14571	33903
1503	14581	33895
1504	14591	33886
1505	14601	33875
1506	14610	33864
1507	14619	33853
1508	14630	33846
1509	14639	33835
1510	14648	33823
1511	14658	33814
1512	14669	33807
1513	14678	33798
1514	14688	33787
1515	14698	33779
1516	14708	33769
1517	14717	33758
1518	14726	33748
1519	14736	33739
1520	14746	33729
1521	14756	33721
1522	14766	33711
1523	14775	33701
1524	14785	33690
1525	14795	33683
1526	14806	33675
1527	14815	33664
1528	14824	33653
1529	14834	33644
1530	14844	33635
1531	14854	33626
1532	14865	33619
1533	14875	33611
1534	14885	33602
1535	14895	33593
1536	14906	33585
1537	14916	33575
1538	14926	33567
1539	14936	33559
1540	14946	33549
1541	14957	33541
1542	14967	33533
1543	14977	33524
1544	14986	33514
1545	14997	33505
1546	15007	33497
1547	15016	33487
1548	15026	33476
1549	15036	33467
1550	15045	33456
1551	15055	33448
1552	15065	33439
1553	15075	33429
1554	15085	33421
1555	15095	33412
1556	15105	33402
1557	15114	33391
1558	15124	33382
1559	15134	33373
1560	15143	33362
1561	15153	33353
1562	15164	33346
1563	15174	33337
1564	15184	33327
1565	15193	33318
1566	15203	33307
1567	15212	33297
1568	15222	33286
1569	15232	33278
1570	15242	33269
1571	15252	33259
1572	15261	33248
1573	15271	33240
1574	15281	33231
1575	15290	33219
1576	15298	33207
1577	15309	33198
1578	15318	33189
1579	15328	33180
1580	15338	33170
1581	15348	33160
1582	15358	33152
1583	15369	33144
1584	15378	33133
1585	15386	33121
1586	15397	33113
1587	15406	33103
1588	15416	33093
1589	15425	33082
1590	15435	33072
1591	15445	33063
1592	15453	33050
1593	15462	33039
1594	15472	33030
1595	15482	33021
1596	15491	33010
1597	15501	33000
1598	15511	32991
1599	15521	32983
1600	15531	32973
1601	15541	32965
1602	15552	32957
1603	15561	32946
1604	15571	32936
1605	15580	32926
1606	15590	32917
1607	15599	32906
1608	15609	32896
1609	15618	32885
1610	15627	32874
1611	15636	32863
1612	15646	32853
1613	15656	32844
1614	15665	32833
1615	15675	32826
1616	15684	32814
1617	15694	32804
1618	15704	32795
1619	15713	32784
1620	15722	32774
1621	15732	32765
1622	15743	32757
1623	15753	32748
1624	15763	32739
1625	15773	32731
1626	15783	32722
1627	15793	32712
1628	15803	32702
1629	15812	32692
1630	15822	32681
1631	15831	32672
1632	15840	32660
1633	15849	32648
1634	15858	32638
1635	15868	32628
1636	15878	32620
1637	15887	32609
1638	15898	32601
1639	15908	32592
1640	15917	32582
1641	15927	32572
1642	15937	32563
1643	15946	32552
1644	15955	32542
1645	15965	32531
1646	15974	32521
1647	15983	32510
1648	15993	32501
1649	16004	32493
1650	16013	32483
1651	16023	32473
1652	16033	32465
1653	16043	32456
1654	16052	32444
1655	16061	32433
1656	16070	32422
1657	16079	32411
1658	16087	32398
1659	16096	32387
1660	16105	32376
1661	16115	32366
1662	16124	32355
1663	16133	32344
1664	16141	32331
1665	16150	32320
1666	16159	32309
1667	16169	32299
1668	16178	32289
1669	16188	32280
1670	16197	32269
1671	16205	32256
1672	16215	32246
1673	16225	32236
1674	16234	32226
