iter	Passed	Remaining
1675	16244	32217
1676	16254	32209
1677	16263	32198
1678	16272	32186
1679	16282	32176
1680	16291	32165
1681	16301	32156
1682	16311	32148
1683	16321	32138
1684	16330	32127
1685	16339	32117
1686	16348	32106
1687	16358	32096
1688	16368	32087
1689	16377	32076
1690	16386	32066
1691	16396	32056
1692	16407	32049
1693	16417	32040
1694	16427	32031
1695	16436	32020
1696	16447	32012
1697	16457	32003
1698	16466	31991
1699	16475	31982
1700	16485	31973
1701	16496	31964
1702	16506	31955
1703	16514	31944
1704	16524	31934
1705	16533	31924
1706	16543	31915
1707	16553	31905
1708	16562	31894
1709	16572	31885
1710	16582	31876
1711	16592	31867
1712	16603	31859
1713	16613	31849
1714	16622	31840
1715	16632	31830
1716	16643	31822
1717	16652	31812
1718	16662	31802
1719	16672	31794
1720	16681	31783
1721	16691	31773
1722	16701	31763
1723	16711	31755
1724	16721	31746
1725	16730	31736
1726	16740	31726
1727	16750	31716
1728	16759	31706
1729	16769	31696
1730	16778	31685
1731	16787	31675
1732	16797	31665
1733	16807	31656
1734	16816	31646
1735	16826	31636
1736	16836	31627
1737	16847	31620
1738	16857	31611
1739	16867	31601
1740	16876	31591
1741	16885	31580
1742	16894	31569
1743	16903	31559
1744	16913	31549
1745	16923	31540
1746	16933	31530
1747	16942	31520
1748	16952	31509
1749	16961	31499
1750	16970	31489
1751	16979	31478
1752	16989	31468
1753	16999	31459
1754	17009	31450
1755	17018	31439
1756	17027	31429
1757	17038	31420
1758	17047	31410
1759	17057	31400
1760	17066	31389
1761	17075	31379
1762	17086	31372
1763	17095	31361
1764	17104	31350
1765	17114	31340
1766	17123	31330
1767	17134	31322
1768	17143	31312
1769	17152	31301
1770	17160	31288
1771	17170	31279
1772	17181	31270
1773	17191	31261
1774	17199	31250
1775	17210	31241
1776	17220	31232
1777	17229	31223
1778	17240	31214
1779	17250	31206
1780	17261	31198
1781	17270	31188
1782	17280	31178
1783	17290	31168
1784	17298	31157
1785	17308	31147
1786	17318	31139
1787	17328	31128
1788	17337	31118
1789	17346	31106
1790	17355	31096
1791	17363	31084
1792	17373	31074
1793	17383	31066
1794	17394	31057
1795	17403	31047
1796	17413	31038
1797	17423	31028
1798	17432	31018
1799	17442	31009
1800	17453	31001
1801	17463	30991
1802	17473	30983
1803	17482	30971
1804	17491	30961
1805	17501	30951
1806	17511	30943
1807	17521	30934
1808	17530	30922
1809	17540	30913
1810	17549	30903
1811	17559	30894
1812	17569	30885
1813	17579	30876
1814	17589	30865
1815	17599	30856
1816	17609	30848
1817	17619	30839
1818	17630	30830
1819	17640	30822
1820	17650	30813
1821	17660	30804
1822	17670	30794
1823	17680	30786
1824	17691	30777
1825	17700	30766
1826	17710	30758
1827	17721	30750
1828	17730	30739
1829	17739	30729
1830	17750	30720
1831	17759	30710
1832	17768	30699
1833	17777	30688
1834	17786	30677
1835	17795	30668
1836	17805	30657
1837	17814	30647
1838	17823	30636
1839	17832	30625
1840	17842	30616
1841	17853	30608
1842	17862	30597
1843	17871	30587
1844	17882	30578
1845	17892	30570
1846	17902	30561
1847	17912	30551
1848	17922	30543
1849	17933	30535
1850	17942	30525
1851	17952	30515
1852	17962	30505
1853	17972	30497
1854	17982	30487
1855	17992	30479
1856	18003	30471
1857	18012	30460
1858	18022	30450
1859	18032	30442
1860	18043	30434
1861	18052	30424
1862	18062	30415
1863	18073	30407
1864	18083	30396
1865	18092	30386
1866	18102	30377
1867	18112	30367
1868	18122	30359
1869	18133	30351
1870	18143	30343
1871	18154	30335
1872	18164	30325
1873	18174	30316
1874	18183	30306
1875	18193	30296
1876	18203	30286
1877	18214	30279
1878	18224	30270
1879	18234	30261
1880	18244	30251
1881	18254	30243
1882	18265	30234
1883	18275	30226
1884	18285	30216
1885	18294	30206
1886	18304	30197
1887	18314	30187
1888	18324	30178
1889	18333	30168
1890	18344	30160
1891	18354	30151
1892	18364	30141
1893	18374	30131
1894	18383	30121
1895	18392	30110
1896	18401	30100
1897	18410	30089
1898	18420	30079
1899	18429	30069
1900	18439	30059
1901	18449	30049
1902	18458	30040
1903	18468	30031
1904	18478	30021
1905	18487	30011
1906	18497	30001
1907	18507	29992
1908	18517	29982
1909	18527	29974
1910	18537	29964
1911	18546	29953
1912	18555	29943
1913	18566	29935
1914	18575	29925
1915	18585	29916
1916	18596	29907
1917	18606	29897
1918	18616	29889
1919	18625	29879
1920	18635	29868
1921	18645	29860
1922	18656	29851
1923	18666	29843
1924	18674	29831
1925	18685	29822
1926	18695	29813
1927	18704	29802
1928	18713	29792
1929	18723	29782
1930	18732	29772
1931	18742	29763
1932	18752	29753
1933	18761	29743
1934	18771	29733
1935	18781	29724
1936	18792	29716
1937	18801	29705
1938	18811	29696
1939	18821	29687
1940	18830	29677
1941	18840	29667
1942	18849	29656
1943	18858	29646
1944	18868	29636
1945	18877	29626
1946	18888	29618
1947	18898	29608
1948	18908	29600
1949	18918	29590
1950	18927	29580
1951	18937	29571
1952	18947	29561
1953	18957	29552
1954	18967	29542
1955	18977	29533
1956	18987	29524
1957	18997	29514
1958	19005	29503
1959	19015	29492
1960	19024	29482
1961	19033	29472
1962	19043	29462
1963	19053	29453
1964	19064	29445
1965	19073	29435
1966	19083	29426
1967	19092	29415
1968	19102	29405
1969	19111	29394
1970	19121	29386
1971	19132	29378
1972	19142	29368
1973	19152	29359
1974	19162	29350
1975	19171	29339
1976	19181	29330
1977	19190	29319
1978	19200	29310
1979	19210	29300
1980	19219	29289
1981	19228	29278
1982	19237	29269
1983	19248	29260
1984	19258	29252
1985	19268	29242
1986	19277	29231
1987	19287	29221
1988	19296	29211
1989	19305	29201
1990	19315	29190
1991	19325	29182
1992	19335	29173
1993	19344	29162
1994	19353	29152
1995	19363	29141
1996	19372	29130
1997	19382	29121
1998	19391	29110
1999	19400	29100
2000	19410	29091
2001	19419	29080
2002	19429	29071
2003	19438	29061
2004	19448	29051
2005	19458	29042
2006	19468	29032
2007	19477	29022
2008	19487	29012
2009	19497	29003
2010	19507	28994
2011	19517	28985
2012	19528	28976
2013	19538	28967
2014	19549	28960
2015	19559	28951
2016	19569	28942
2017	19579	28933
2018	19590	28924
2019	19600	28915
2020	19611	28907
2021	19620	28897
2022	19629	28886
2023	19639	28876
2024	19648	28865
2025	19658	28857
2026	19669	28848
2027	19679	28840
2028	19690	28831
2029	19699	28821
2030	19710	28813
2031	19720	28804
2032	19731	28796
2033	19740	28785
2034	19750	28776
2035	19761	28768
2036	19770	28757
2037	19779	28747
2038	19789	28737
2039	19798	28727
2040	19808	28718
2041	19818	28708
2042	19828	28700
2043	19838	28690
2044	19848	28681
2045	19858	28670
2046	19867	28661
2047	19877	28652
2048	19887	28642
2049	19898	28633
2050	19908	28625
2051	19917	28615
2052	19927	28605
2053	19937	28595
2054	19947	28586
2055	19957	28576
2056	19965	28565
2057	19976	28556
2058	19986	28547
2059	19996	28538
2060	20006	28529
2061	20017	28520
2062	20027	28512
2063	20036	28502
2064	20046	28491
2065	20055	28481
2066	20064	28470
2067	20074	28461
2068	20084	28451
2069	20094	28442
2070	20104	28433
2071	20115	28425
2072	20125	28416
2073	20136	28407
2074	20146	28399
2075	20156	28389
2076	20165	28379
2077	20174	28369
2078	20185	28360
2079	20195	28351
2080	20205	28341
2081	20214	28331
2082	20223	28321
2083	20234	28313
2084	20244	28303
2085	20253	28293
2086	20263	28283
2087	20273	28273
2088	20283	28264
2089	20292	28253
2090	20302	28244
2091	20311	28234
2092	20321	28224
2093	20330	28213
2094	20339	28203
2095	20349	28193
2096	20358	28183
2097	20369	28174
2098	20378	28164
2099	20388	28156
2100	20400	28148
2101	20410	28139
2102	20419	28129
2103	20429	28120
2104	20439	28110
2105	20450	28102
2106	20461	28094
2107	20471	28085
2108	20480	28074
2109	20489	28063
2110	20499	28053
2111	20509	28044
2112	20520	28037
2113	20531	28029
2114	20541	28019
2115	20551	28010
2116	20561	28000
2117	20570	27990
2118	20581	27982
2119	20591	27972
2120	20600	27963
2121	20611	27954
2122	20620	27944
2123	20630	27935
2124	20640	27925
2125	20649	27914
2126	20659	27905
2127	20668	27894
2128	20677	27883
2129	20686	27873
2130	20696	27863
2131	20706	27855
2132	20716	27845
2133	20725	27835
2134	20735	27825
2135	20744	27815
2136	20754	27805
2137	20763	27795
2138	20772	27784
2139	20783	27775
2140	20793	27766
2141	20802	27755
2142	20812	27746
2143	20822	27736
2144	20831	27727
2145	20840	27715
2146	20849	27705
2147	20859	27696
2148	20870	27687
2149	20880	27679
2150	20890	27669
2151	20900	27660
2152	20910	27650
2153	20919	27640
2154	20929	27630
2155	20939	27621
2156	20948	27611
2157	20958	27601
2158	20968	27591
2159	20977	27581
2160	20987	27571
2161	20997	27562
2162	21005	27551
2163	21014	27540
2164	21024	27530
2165	21034	27520
2166	21043	27510
2167	21052	27500
2168	21062	27490
2169	21071	27480
2170	21080	27469
2171	21090	27460
2172	21101	27451
2173	21111	27442
2174	21120	27431
2175	21128	27420
2176	21137	27409
2177	21147	27400
2178	21158	27392
2179	21168	27383
2180	21178	27373
2181	21188	27364
2182	21198	27354
2183	21208	27345
2184	21218	27336
2185	21228	27327
2186	21238	27317
2187	21247	27306
2188	21256	27296
2189	21266	27287
2190	21275	27276
2191	21284	27266
2192	21294	27256
2193	21305	27248
2194	21316	27239
2195	21325	27230
2196	21336	27221
2197	21345	27211
2198	21356	27202
2199	21365	27192
2200	21375	27183
2201	21386	27174
2202	21395	27164
2203	21405	27155
2204	21414	27143
2205	21423	27133
2206	21433	27124
2207	21443	27115
2208	21452	27103
2209	21461	27094
2210	21472	27085
2211	21482	27076
2212	21491	27066
2213	21501	27056
2214	21511	27047
2215	21521	27037
2216	21531	27028
2217	21541	27019
2218	21551	27009
2219	21561	26999
2220	21570	26989
2221	21579	26979
2222	21589	26969
2223	21598	26959
2224	21609	26950
2225	21618	26940
2226	21628	26930
2227	21637	26920
2228	21647	26911
2229	21658	26902
2230	21667	26892
2231	21675	26880
2232	21684	26870
2233	21694	26861
2234	21705	26852
2235	21714	26842
2236	21723	26831
2237	21732	26821
2238	21742	26811
2239	21752	26802
2240	21761	26791
2241	21771	26782
2242	21781	26773
2243	21790	26762
2244	21799	26751
2245	21808	26741
2246	21817	26731
2247	21827	26721
2248	21837	26711
2249	21846	26700
2250	21855	26691
2251	21865	26681
2252	21875	26672
2253	21884	26661
2254	21894	26651
2255	21903	26641
2256	21911	26630
2257	21921	26620
2258	21931	26610
2259	21941	26601
2260	21951	26592
2261	21961	26583
2262	21970	26572
2263	21980	26563
2264	21991	26554
2265	22000	26544
2266	22010	26534
2267	22020	26525
2268	22029	26514
2269	22039	26505
2270	22048	26495
2271	22058	26485
2272	22067	26475
2273	22076	26464
2274	22085	26454
2275	22094	26443
2276	22104	26433
2277	22113	26423
2278	22122	26413
2279	22132	26403
2280	22141	26393
2281	22151	26383
2282	22162	26375
2283	22171	26365
2284	22181	26355
2285	22190	26345
2286	22200	26335
2287	22210	26325
2288	22219	26315
2289	22228	26305
2290	22238	26295
2291	22249	26287
2292	22259	26278
2293	22269	26268
2294	22278	26258
2295	22288	26249
2296	22298	26240
2297	22309	26231
2298	22318	26221
2299	22328	26211
2300	22338	26202
2301	22348	26193
2302	22358	26183
2303	22367	26173
2304	22377	26163
2305	22387	26153
2306	22396	26144
2307	22405	26133
2308	22415	26124
2309	22424	26113
2310	22435	26104
2311	22444	26095
2312	22454	26085
2313	22462	26073
2314	22472	26063
2315	22481	26053
2316	22490	26043
2317	22499	26032
2318	22508	26021
2319	22517	26011
2320	22526	26000
2321	22534	25989
2322	22542	25977
2323	22552	25968
2324	22561	25957
2325	22570	25947
2326	22580	25938
2327	22589	25927
2328	22598	25917
2329	22609	25908
2330	22618	25898
2331	22628	25888
2332	22638	25880
2333	22648	25870
2334	22658	25860
2335	22668	25851
2336	22678	25841
2337	22686	25830
2338	22695	25820
2339	22705	25810
2340	22715	25801
2341	22725	25791
2342	22734	25781
2343	22744	25772
2344	22754	25762
2345	22764	25752
2346	22773	25742
2347	22782	25732
2348	22792	25723
2349	22801	25712
2350	22811	25702
2351	22820	25692
2352	22829	25681
2353	22838	25671
2354	22848	25662
2355	22857	25652
2356	22867	25641
2357	22877	25632
2358	22886	25622
2359	22896	25612
2360	22906	25603
2361	22915	25593
2362	22925	25583
2363	22935	25574
2364	22944	25563
2365	22954	25554
2366	22965	25546
2367	22974	25535
2368	22986	25528
2369	22996	25519
2370	23006	25510
2371	23015	25499
2372	23025	25489
2373	23035	25481
2374	23045	25471
2375	23055	25461
2376	23064	25451
2377	23073	25441
2378	23083	25431
2379	23093	25422
2380	23102	25411
2381	23112	25402
2382	23122	25392
2383	23131	25382
2384	23141	25372
2385	23150	25362
2386	23158	25351
2387	23168	25342
2388	23178	25332
2389	23188	25323
2390	23198	25313
2391	23207	25302
2392	23216	25292
2393	23225	25282
2394	23235	25272
2395	23245	25263
2396	23253	25252
2397	23263	25242
2398	23272	25232
2399	23281	25221
2400	23290	25211
2401	23299	25201
2402	23309	25191
2403	23319	25181
2404	23329	25172
2405	23338	25161
2406	23347	25152
2407	23358	25142
2408	23368	25133
2409	23377	25123
2410	23387	25114
2411	23397	25104
2412	23406	25094
2413	23417	25085
2414	23427	25076
2415	23436	25065
2416	23446	25056
2417	23455	25046
2418	23465	25036
2419	23475	25027
2420	23485	25018
2421	23494	25007
2422	23504	24998
2423	23514	24988
2424	23523	24978
2425	23532	24968
2426	23541	24957
2427	23550	24947
2428	23559	24937
2429	23569	24927
2430	23579	24917
2431	23588	24908
2432	23598	24898
2433	23608	24889
2434	23618	24879
2435	23628	24870
2436	23638	24860
2437	23647	24849
2438	23656	24839
2439	23665	24829
2440	23675	24820
2441	23685	24810
2442	23694	24799
2443	23704	24790
2444	23713	24780
2445	23722	24770
2446	23732	24760
2447	23743	24752
2448	23753	24743
2449	23763	24733
2450	23773	24723
2451	23782	24714
2452	23793	24705
2453	23803	24695
2454	23812	24685
2455	23822	24675
2456	23832	24666
2457	23841	24656
2458	23851	24646
2459	23860	24636
2460	23870	24626
2461	23879	24616
2462	23889	24607
2463	23898	24597
2464	23908	24587
2465	23917	24577
2466	23927	24567
2467	23937	24558
2468	23948	24549
2469	23958	24540
2470	23966	24529
2471	23977	24520
2472	23987	24511
2473	23996	24500
2474	24005	24490
2475	24014	24480
2476	24024	24470
2477	24034	24461
2478	24044	24451
2479	24054	24442
2480	24063	24432
2481	24073	24423
2482	24083	24413
2483	24094	24404
2484	24104	24395
2485	24115	24386
2486	24124	24377
2487	24134	24367
2488	24143	24356
2489	24153	24347
2490	24162	24337
2491	24171	24327
2492	24182	24318
2493	24192	24309
2494	24201	24298
2495	24211	24288
2496	24220	24279
2497	24231	24270
2498	24241	24261
2499	24251	24251
2500	24260	24241
2501	24269	24231
2502	24279	24221
2503	24289	24211
2504	24298	24201
2505	24309	24193
2506	24320	24184
2507	24331	24176
2508	24341	24166
2509	24350	24156
2510	24359	24146
2511	24369	24136
2512	24378	24126
2513	24387	24116
2514	24396	24105
2515	24406	24095
2516	24416	24086
2517	24425	24076
2518	24435	24066
2519	24444	24056
2520	24453	24045
2521	24462	24036
2522	24471	24025
2523	24481	24015
2524	24491	24006
2525	24500	23996
2526	24510	23986
2527	24520	23977
2528	24529	23967
2529	24539	23957
2530	24548	23947
2531	24558	23937
2532	24567	23927
2533	24577	23918
2534	24587	23908
2535	24596	23898
2536	24605	23888
2537	24615	23878
2538	24624	23867
2539	24633	23857
2540	24642	23847
2541	24651	23837
2542	24661	23827
2543	24672	23818
2544	24681	23808
2545	24691	23799
2546	24701	23790
2547	24711	23780
2548	24721	23770
2549	24731	23761
2550	24741	23751
2551	24750	23741
2552	24760	23732
2553	24771	23723
2554	24781	23714
2555	24791	23704
2556	24800	23694
2557	24809	23684
2558	24818	23673
2559	24828	23664
2560	24838	23654
2561	24847	23644
2562	24858	23636
2563	24867	23626
2564	24876	23616
2565	24888	23607
2566	24897	23598
2567	24907	23588
2568	24918	23579
2569	24927	23570
2570	24938	23561
2571	24947	23550
2572	24957	23540
2573	24966	23530
2574	24974	23519
2575	24983	23509
2576	24993	23499
2577	25004	23491
2578	25013	23481
2579	25022	23471
2580	25032	23460
2581	25042	23451
2582	25051	23441
2583	25061	23432
2584	25071	23423
2585	25081	23413
2586	25091	23404
2587	25101	23394
2588	25111	23385
2589	25121	23375
2590	25131	23365
2591	25140	23355
2592	25149	23345
2593	25158	23335
2594	25168	23325
2595	25178	23315
2596	25188	23306
2597	25197	23296
2598	25207	23287
2599	25217	23277
2600	25225	23266
2601	25235	23256
2602	25243	23245
2603	25252	23235
2604	25261	23225
2605	25271	23215
2606	25280	23205
2607	25290	23195
2608	25300	23186
2609	25309	23176
2610	25318	23166
2611	25329	23157
2612	25340	23148
2613	25349	23138
2614	25359	23128
2615	25369	23119
2616	25378	23109
2617	25388	23099
2618	25398	23090
2619	25408	23080
2620	25418	23071
2621	25427	23061
2622	25438	23052
2623	25448	23042
2624	25457	23033
2625	25467	23023
2626	25477	23013
2627	25488	23005
2628	25498	22996
2629	25508	22986
2630	25517	22976
2631	25525	22965
2632	25534	22955
2633	25544	22945
2634	25554	22936
2635	25564	22926
2636	25574	22917
2637	25583	22907
2638	25593	22897
2639	25603	22887
2640	25613	22878
2641	25623	22869
2642	25633	22859
2643	25644	22851
2644	25652	22840
2645	25662	22830
2646	25672	22820
2647	25681	22811
2648	25692	22802
2649	25700	22791
2650	25709	22780
2651	25718	22770
2652	25728	22760
2653	25739	22752
2654	25749	22742
2655	25760	22734
2656	25770	22724
2657	25779	22714
2658	25788	22704
2659	25798	22694
2660	25809	22686
2661	25818	22675
2662	25829	22667
2663	25839	22657
2664	25849	22648
2665	25859	22639
2666	25868	22629
2667	25877	22618
2668	25886	22608
2669	25896	22598
2670	25905	22588
2671	25914	22578
2672	25923	22568
2673	25933	22558
2674	25943	22548
2675	25953	22539
2676	25964	22530
2677	25974	22521
2678	25983	22511
2679	25993	22501
2680	26003	22492
2681	26012	22482
2682	26022	22472
2683	26032	22463
2684	26042	22453
2685	26052	22444
2686	26061	22434
2687	26071	22424
2688	26082	22415
2689	26092	22406
2690	26101	22396
2691	26111	22387
2692	26121	22377
2693	26131	22368
2694	26142	22358
2695	26152	22349
2696	26161	22339
2697	26171	22330
2698	26181	22320
2699	26190	22310
2700	26200	22300
2701	26210	22291
2702	26220	22282
2703	26230	22272
2704	26239	22262
2705	26249	22253
2706	26260	22243
2707	26270	22234
2708	26279	22224
2709	26289	22214
2710	26299	22205
2711	26309	22196
2712	26319	22186
2713	26327	22175
2714	26337	22165
2715	26346	22156
2716	26356	22146
2717	26366	22136
2718	26375	22126
2719	26385	22117
2720	26395	22107
2721	26404	22097
2722	26415	22088
2723	26424	22078
2724	26434	22069
2725	26446	22061
2726	26456	22052
2727	26466	22042
2728	26476	22032
2729	26485	22022
2730	26494	22012
2731	26504	22002
2732	26514	21993
2733	26524	21983
2734	26534	21974
2735	26544	21964
2736	26554	21955
2737	26563	21945
2738	26573	21936
2739	26582	21925
2740	26592	21916
2741	26602	21906
2742	26612	21897
2743	26621	21887
2744	26631	21877
2745	26641	21867
2746	26650	21858
2747	26660	21848
2748	26669	21838
2749	26678	21827
2750	26687	21817
2751	26696	21807
2752	26706	21797
2753	26716	21788
2754	26726	21779
2755	26737	21770
2756	26747	21761
2757	26756	21750
2758	26766	21741
2759	26775	21731
2760	26785	21721
2761	26794	21711
2762	26805	21702
2763	26816	21693
2764	26825	21683
2765	26836	21674
2766	26845	21665
2767	26856	21655
2768	26865	21646
2769	26875	21636
2770	26885	21626
2771	26895	21617
2772	26905	21607
2773	26914	21597
2774	26923	21587
2775	26933	21578
2776	26943	21568
2777	26953	21558
2778	26962	21549
2779	26972	21539
2780	26981	21528
2781	26991	21519
2782	27000	21509
2783	27009	21499
2784	27020	21490
2785	27030	21480
2786	27040	21471
2787	27049	21460
2788	27057	21450
2789	27067	21440
2790	27077	21430
2791	27087	21421
2792	27098	21413
2793	27108	21403
2794	27118	21393
2795	27128	21384
2796	27137	21374
2797	27146	21364
2798	27156	21354
2799	27165	21344
2800	27174	21334
2801	27184	21324
2802	27194	21314
2803	27204	21305
2804	27214	21296
2805	27224	21286
2806	27233	21276
2807	27242	21266
2808	27252	21256
2809	27262	21247
2810	27272	21237
2811	27283	21228
2812	27293	21219
2813	27303	21209
2814	27312	21200
2815	27321	21189
2816	27331	21180
2817	27340	21169
2818	27350	21160
2819	27359	21150
2820	27368	21140
2821	27377	21129
2822	27387	21120
2823	27397	21111
2824	27407	21101
2825	27417	21091
2826	27427	21082
2827	27437	21072
2828	27445	21062
2829	27454	21051
2830	27464	21042
2831	27473	21031
2832	27481	21021
2833	27491	21011
2834	27501	21001
2835	27511	20992
2836	27520	20982
2837	27530	20972
2838	27539	20962
2839	27549	20953
2840	27558	20943
2841	27567	20932
2842	27578	20923
2843	27587	20914
2844	27597	20904
2845	27605	20893
2846	27616	20884
2847	27626	20875
2848	27635	20865
2849	27646	20855
2850	27656	20846
2851	27666	20837
2852	27676	20827
2853	27685	20817
2854	27694	20807
2855	27703	20797
2856	27714	20788
2857	27723	20778
2858	27732	20767
2859	27743	20759
2860	27754	20750
2861	27763	20740
2862	27772	20730
2863	27781	20720
2864	27791	20709
2865	27800	20699
2866	27809	20690
2867	27818	20679
2868	27828	20669
2869	27837	20660
2870	27847	20650
2871	27855	20639
2872	27865	20630
2873	27875	20620
2874	27884	20610
2875	27894	20600
2876	27904	20591
2877	27914	20581
2878	27924	20572
2879	27933	20562
2880	27944	20553
2881	27953	20543
2882	27963	20533
2883	27972	20523
2884	27981	20513
2885	27991	20503
2886	28001	20493
2887	28009	20483
2888	28018	20473
2889	28028	20463
2890	28038	20454
2891	28048	20444
2892	28057	20434
2893	28067	20425
2894	28076	20415
2895	28086	20405
2896	28095	20395
2897	28105	20385
2898	28114	20375
2899	28123	20365
2900	28134	20356
2901	28143	20346
2902	28152	20336
2903	28163	20327
2904	28173	20317
2905	28183	20308
2906	28193	20299
2907	28203	20289
2908	28214	20280
2909	28224	20271
2910	28233	20261
2911	28243	20251
2912	28253	20241
2913	28263	20232
2914	28273	20223
2915	28282	20213
2916	28291	20203
2917	28302	20193
2918	28312	20184
2919	28321	20174
2920	28330	20164
2921	28340	20154
2922	28350	20145
2923	28360	20135
2924	28369	20125
2925	28378	20115
2926	28387	20105
2927	28397	20095
2928	28406	20085
2929	28416	20075
2930	28427	20066
2931	28437	20057
2932	28446	20047
2933	28456	20037
2934	28465	20027
2935	28475	20018
2936	28484	20007
2937	28494	19998
2938	28505	19989
2939	28515	19980
2940	28525	19970
2941	28536	19961
2942	28546	19952
2943	28556	19942
2944	28566	19933
2945	28576	19924
2946	28586	19914
2947	28595	19904
2948	28605	19895
2949	28615	19885
2950	28626	19876
2951	28636	19867
2952	28645	19857
2953	28654	19846
2954	28664	19837
2955	28674	19827
2956	28683	19817
2957	28693	19807
2958	28702	19797
2959	28712	19788
2960	28721	19778
2961	28731	19768
2962	28741	19759
2963	28751	19749
2964	28762	19740
2965	28772	19731
2966	28782	19721
2967	28792	19712
2968	28801	19702
2969	28811	19692
2970	28820	19682
2971	28829	19672
2972	28839	19663
2973	28850	19653
2974	28859	19644
2975	28870	19634
2976	28879	19624
2977	28888	19614
2978	28897	19604
2979	28907	19594
2980	28916	19584
2981	28924	19573
2982	28934	19564
2983	28944	19555
2984	28954	19545
2985	28964	19536
2986	28974	19526
2987	28984	19517
2988	28994	19507
2989	29003	19497
2990	29013	19487
2991	29023	19478
2992	29032	19468
2993	29043	19459
2994	29052	19449
2995	29063	19440
2996	29074	19431
2997	29083	19421
2998	29093	19411
2999	29102	19401
3000	29111	19391
3001	29120	19381
3002	29130	19372
3003	29141	19362
3004	29150	19353
3005	29160	19343
3006	29170	19334
3007	29180	19323
3008	29189	19313
3009	29199	19304
3010	29210	19295
3011	29220	19286
3012	29230	19276
3013	29240	19267
3014	29250	19257
3015	29260	19247
3016	29269	19237
3017	29279	19228
3018	29289	19218
3019	29300	19210
3020	29310	19200
3021	29320	19191
3022	29330	19181
3023	29339	19171
3024	29348	19161
3025	29358	19151
3026	29368	19142
3027	29377	19132
3028	29386	19122
3029	29396	19112
3030	29406	19103
3031	29417	19093
3032	29426	19084
3033	29436	19074
3034	29446	19064
3035	29455	19055
3036	29464	19044
3037	29473	19034
3038	29484	19025
3039	29494	19016
3040	29503	19006
3041	29512	18996
3042	29521	18985
3043	29530	18975
3044	29540	18966
3045	29549	18955
3046	29558	18945
3047	29569	18936
3048	29579	18927
3049	29589	18918
3050	29598	18908
3051	29608	18898
3052	29618	18888
3053	29627	18878
3054	29636	18868
3055	29646	18858
3056	29656	18849
3057	29666	18839
3058	29676	18830
3059	29685	18820
3060	29695	18810
3061	29704	18800
3062	29714	18791
3063	29724	18781
3064	29734	18771
3065	29743	18761
3066	29752	18751
3067	29761	18741
3068	29770	18731
3069	29781	18722
3070	29791	18712
3071	29799	18702
3072	29809	18692
3073	29818	18682
3074	29829	18673
3075	29840	18664
3076	29850	18655
3077	29860	18645
3078	29870	18636
3079	29879	18626
3080	29889	18616
3081	29899	18606
3082	29909	18597
3083	29918	18587
3084	29928	18577
3085	29938	18568
3086	29948	18559
3087	29957	18549
3088	29967	18539
3089	29978	18530
3090	29988	18520
3091	29999	18511
3092	30008	18501
3093	30018	18492
3094	30027	18482
3095	30036	18472
3096	30046	18462
3097	30055	18452
3098	30064	18442
3099	30074	18432
3100	30083	18422
3101	30092	18412
3102	30102	18403
3103	30112	18393
3104	30123	18384
3105	30133	18374
3106	30142	18364
3107	30151	18355
3108	30161	18345
3109	30170	18335
3110	30180	18325
3111	30190	18315
3112	30201	18306
3113	30211	18297
3114	30222	18288
3115	30232	18278
3116	30240	18268
3117	30249	18258
3118	30259	18248
3119	30269	18239
3120	30278	18229
3121	30288	18219
3122	30297	18209
3123	30308	18200
3124	30317	18190
3125	30326	18180
3126	30336	18170
3127	30347	18161
3128	30358	18152
3129	30367	18143
3130	30377	18133
3131	30387	18123
3132	30397	18114
3133	30406	18104
3134	30415	18094
3135	30425	18084
3136	30434	18074
3137	30444	18065
3138	30455	18055
3139	30464	18045
3140	30474	18036
3141	30485	18027
3142	30495	18017
3143	30506	18008
3144	30516	17999
3145	30527	17990
3146	30537	17980
3147	30547	17971
3148	30556	17961
3149	30565	17951
3150	30573	17940
3151	30583	17930
3152	30593	17921
3153	30603	17911
3154	30613	17902
3155	30623	17892
3156	30632	17882
3157	30641	17872
3158	30651	17862
3159	30660	17852
3160	30670	17843
3161	30679	17833
3162	30689	17823
3163	30700	17814
3164	30709	17804
3165	30717	17794
3166	30728	17784
3167	30738	17775
3168	30749	17766
3169	30759	17757
3170	30770	17748
3171	30779	17738
3172	30789	17728
3173	30799	17719
3174	30809	17709
3175	30818	17699
3176	30829	17690
3177	30839	17680
3178	30848	17670
3179	30858	17661
3180	30868	17651
3181	30879	17642
3182	30889	17632
3183	30898	17623
3184	30908	17613
3185	30919	17604
3186	30928	17594
3187	30937	17584
3188	30946	17574
3189	30955	17564
3190	30965	17554
3191	30975	17544
3192	30984	17535
3193	30993	17525
3194	31003	17515
3195	31012	17505
3196	31022	17495
3197	31032	17485
3198	31042	17476
3199	31051	17466
3200	31060	17456
3201	31070	17446
3202	31080	17437
3203	31089	17427
3204	31100	17418
3205	31109	17407
3206	31119	17398
3207	31128	17388
3208	31139	17379
3209	31150	17370
3210	31160	17360
3211	31170	17351
3212	31179	17341
3213	31189	17331
3214	31199	17322
3215	31208	17312
3216	31218	17302
3217	31228	17293
3218	31238	17283
3219	31248	17273
3220	31257	17264
3221	31268	17254
3222	31278	17245
3223	31288	17235
3224	31298	17226
3225	31308	17216
3226	31318	17207
3227	31327	17197
3228	31338	17188
