iter	RMSE
290	0.6090215611
291	0.6088690815
292	0.6086695566
293	0.6085241023
294	0.6083944309
295	0.6082252044
296	0.6079770102
297	0.6078217252
298	0.6076546138
299	0.6075529628
300	0.6074140214
301	0.6072601917
302	0.607081724
303	0.606878683
304	0.606693864
305	0.6065582924
306	0.6064083986
307	0.6062200186
308	0.6060641372
309	0.6059111116
310	0.605776154
311	0.605529887
312	0.6053785766
313	0.6052616119
314	0.6051004052
315	0.6048843948
316	0.604699497
317	0.6045323898
318	0.604407414
319	0.6042306766
320	0.6041005536
321	0.6039714603
322	0.6038548887
323	0.6037664114
324	0.6035331246
325	0.6033598563
326	0.6032093377
327	0.6030092942
328	0.602859109
329	0.6026747855
330	0.6025422551
331	0.6023809952
332	0.6022134549
333	0.6020675492
334	0.6018900989
335	0.6017676418
336	0.6016063173
337	0.6014843853
338	0.601318749
339	0.601164549
340	0.6009759953
341	0.6008958681
342	0.600761422
343	0.6006523849
344	0.6005464596
345	0.6004347563
346	0.6003166644
347	0.6002381199
348	0.6000266568
349	0.5999167157
350	0.5997631709
351	0.5996349211
352	0.599510847
353	0.5993665014
354	0.5992136341
355	0.5990300068
356	0.598863983
357	0.5987560844
358	0.5986104135
359	0.5984417418
360	0.5982069078
361	0.5980267343
362	0.5978297162
363	0.5976146411
364	0.5974526852
365	0.5973229448
366	0.5971897171
367	0.5970648336
368	0.5969177815
369	0.596758604
370	0.5966575512
371	0.5965486265
372	0.5964561647
373	0.5963846135
374	0.5962577086
375	0.5961222121
376	0.5960383809
377	0.5958894388
378	0.5957280778
379	0.5955533934
380	0.5954183854
381	0.5953366034
382	0.595170825
383	0.5950552607
384	0.5949362415
385	0.5947849103
386	0.5945887038
387	0.5944802298
388	0.5943221914
389	0.5942095272
390	0.5940049105
391	0.5938579432
392	0.5937069095
393	0.593500487
394	0.5933353446
395	0.5932003564
396	0.5930056832
397	0.5928535669
398	0.592747082
399	0.5926120819
400	0.5924550259
401	0.5923028175
402	0.5922143983
403	0.5921310331
404	0.5919578616
405	0.591818548
406	0.5916458257
407	0.5915133514
408	0.5912741489
409	0.5911817229
410	0.5910126389
411	0.5910063006
412	0.5909095707
413	0.5907899186
414	0.5906974807
415	0.5905666989
416	0.5904605768
417	0.5903359395
418	0.5902380958
419	0.5900994915
420	0.5899807399
421	0.5898576767
422	0.589747526
423	0.5895749578
424	0.5894495235
425	0.5892892106
426	0.589174167
427	0.5890668841
428	0.5889712997
429	0.5888498568
430	0.5887333157
431	0.5886499863
432	0.5885278665
433	0.5883680855
434	0.5882344946
435	0.5881043027
436	0.5879891339
437	0.5878785987
438	0.5877423784
439	0.5875786724
440	0.5874707419
441	0.5873485667
442	0.5872227611
443	0.5870917142
444	0.5869666077
445	0.5868130943
446	0.58663953
447	0.5865363256
448	0.586409472
449	0.5862403408
450	0.5861267894
451	0.5859591277
452	0.5858281192
453	0.5857126104
454	0.5856233919
455	0.5855454929
456	0.5854878009
457	0.5853290533
458	0.5851906041
459	0.5850690922
460	0.5849880682
461	0.5848103387
462	0.5847155908
463	0.5845888135
464	0.5844692317
465	0.5843865803
466	0.5842775733
467	0.5841034104
468	0.5839500244
469	0.5838571917
470	0.5837909585
471	0.5835920731
472	0.583441127
473	0.5833327701
474	0.5832360335
475	0.5831172271
476	0.5829410208
477	0.582857734
478	0.5827646303
479	0.5826878321
480	0.5826211269
481	0.5825001159
482	0.5823731575
483	0.5822311779
484	0.5821017915
485	0.5819599172
486	0.5818212111
487	0.5816810328
488	0.5815551451
489	0.5814365771
490	0.5813494745
491	0.5812448017
492	0.5810722607
493	0.5809923594
494	0.5808544929
495	0.5807089089
496	0.5805974545
497	0.5804115172
498	0.5802919502
499	0.5802115097
500	0.5801364392
501	0.5800225405
502	0.579938191
503	0.5797986099
504	0.5796478524
505	0.5795682963
506	0.5794541291
507	0.5792983604
508	0.5792382487
509	0.5791564969
510	0.5790076894
511	0.5789333476
512	0.5788307883
513	0.5787439884
514	0.57859437
515	0.5784420881
516	0.5783188178
517	0.5782016149
518	0.5781061505
519	0.5779750144
520	0.5778580584
521	0.5777363942
522	0.5776271413
523	0.5775047029
524	0.5774220914
525	0.5773230356
526	0.5771748895
527	0.5770325403
528	0.5769499184
529	0.576828204
530	0.5767119088
531	0.5765569983
532	0.5764547196
533	0.5762728419
534	0.5761132326
535	0.5760042355
536	0.5758630819
537	0.5757928831
538	0.5757009821
539	0.5755923072
540	0.5754444606
541	0.5753705242
542	0.5752637207
543	0.5751000431
544	0.5749560452
545	0.5748303895
546	0.5746372594
547	0.5744899384
548	0.5744044722
549	0.5743068977
550	0.5742196475
551	0.5741076575
552	0.5740378612
553	0.5739704456
554	0.5739031702
555	0.5737866867
556	0.5736734576
557	0.5735726822
558	0.5734426012
559	0.5733605279
560	0.5732765567
561	0.5731473273
562	0.5730396667
563	0.5729047717
564	0.5728317191
565	0.5727161485
566	0.5725997399
567	0.5724786641
568	0.5723594843
569	0.5722462952
570	0.5721383929
571	0.5720603007
572	0.5719915284
573	0.5718859464
574	0.571785451
575	0.5717082775
576	0.5716169689
577	0.5715062538
578	0.571414712
579	0.5713063706
580	0.5712170077
581	0.5710666256
582	0.5709815244
583	0.5709151512
584	0.5707894036
585	0.5706770891
586	0.5705711687
587	0.5705067717
588	0.5703978528
589	0.5702815993
590	0.5701995436
591	0.5700963191
592	0.5699982868
593	0.5698873234
594	0.5697656584
595	0.5696292012
596	0.5694513199
597	0.5693705391
598	0.5692716844
599	0.5691691857
600	0.5690746579
601	0.5689522005
602	0.5688531188
603	0.5687397743
604	0.5686582124
605	0.5685409387
606	0.5684192882
607	0.5682789991
608	0.5681426702
609	0.5680718434
610	0.567927879
611	0.5678033766
612	0.56770991
613	0.5675748156
614	0.5674903481
615	0.5674142808
616	0.5673387392
617	0.5672663869
618	0.5671802127
619	0.5671122307
620	0.5669408797
621	0.5668526166
622	0.5666892519
623	0.5666082296
624	0.5665017001
625	0.5663864245
626	0.5662299837
627	0.5661586279
628	0.5660662286
629	0.5659579828
630	0.5658458401
631	0.5657406952
632	0.5656508834
633	0.5655250707
634	0.5653590988
635	0.5652886271
636	0.5651776021
637	0.5650008086
638	0.564856736
639	0.5647554809
640	0.5646895551
641	0.5645606811
642	0.5644202289
643	0.5643625436
644	0.5642681262
645	0.5641952663
646	0.5641086972
647	0.5639729816
648	0.5639013095
649	0.5637762632
650	0.5636562522
651	0.5634924252
652	0.563394498
653	0.5632753546
654	0.5631595591
655	0.5630922841
656	0.5629597531
657	0.5628622446
658	0.5627484198
659	0.5626442927
660	0.5625663637
661	0.5624798913
662	0.562389504
663	0.5623274804
664	0.5621888637
665	0.5620319688
666	0.5619010282
667	0.5617885568
668	0.5616513682
669	0.5615735222
670	0.5614864899
671	0.5613261912
672	0.5611816665
673	0.5610530632
674	0.5609414158
675	0.5607999368
676	0.5606774357
677	0.5605451588
678	0.5604470618
679	0.5603458379
680	0.5602177233
681	0.5601418137
682	0.5600422914
683	0.5599308998
684	0.5598159933
685	0.5597013726
686	0.5595897744
687	0.5594779617
688	0.5593355996
689	0.5592635669
690	0.5591718382
691	0.5591034393
692	0.5590441847
693	0.5589556302
694	0.5588700447
695	0.5587937836
696	0.5586607347
697	0.5585337026
698	0.558445621
699	0.5583502952
700	0.5581904034
701	0.5580593202
702	0.5579682348
703	0.5578810882
704	0.5577724498
705	0.5576627818
706	0.5575456397
707	0.5574177838
708	0.5573196866
709	0.557231795
710	0.5571199946
711	0.5570299917
712	0.5569564343
713	0.5568697629
714	0.5567351156
715	0.5566605202
716	0.5565432293
717	0.5564787447
718	0.5564162142
719	0.5562722683
720	0.5561308713
721	0.5560183703
722	0.5559169186
723	0.5558202217
724	0.555716544
725	0.5556242525
726	0.5555619052
727	0.5555015599
728	0.5553510323
729	0.5552440982
730	0.5551723677
731	0.5550407555
732	0.5549596736
733	0.5548688877
734	0.5547437437
735	0.5546367912
736	0.5545290423
737	0.5544440589
738	0.5543096675
739	0.5542224118
740	0.5541596638
741	0.5540819166
742	0.5540235471
743	0.5539240762
744	0.5538389011
745	0.5536757549
746	0.5536035858
747	0.5534938737
748	0.5533950957
749	0.5532819713
750	0.5531754389
751	0.5530269405
752	0.5528960821
753	0.5528365981
754	0.5527420873
755	0.5526547583
756	0.5525520529
757	0.5524557164
758	0.5523192858
759	0.5521574784
760	0.5520546287
761	0.5519588446
762	0.5518943673
763	0.5517451833
764	0.5516002179
765	0.5514902249
766	0.5514294046
767	0.5513635053
768	0.5512960681
769	0.5512162263
770	0.5511410776
771	0.5510007205
772	0.5508605192
773	0.5507714674
774	0.5507038552
775	0.5506299257
776	0.5505023764
777	0.5504254474
778	0.5503190704
779	0.5502167095
780	0.5500400979
781	0.5498674303
782	0.5497259752
783	0.549652209
784	0.54953675
785	0.5494301226
786	0.5493194897
787	0.5492054066
788	0.5490710689
789	0.5489910302
790	0.5488389366
791	0.5487412661
792	0.5486372395
793	0.5485373057
794	0.5484604074
795	0.5484015691
796	0.5482777804
797	0.5482021219
798	0.548108259
799	0.5480229351
800	0.547954213
801	0.5478181304
802	0.5477550646
803	0.5476537271
804	0.5475119832
805	0.5474545032
806	0.5473524162
807	0.5472015606
808	0.547105205
809	0.5470383138
810	0.5469365506
811	0.5468283548
812	0.546658808
813	0.5465339162
814	0.5463901748
815	0.5462726651
816	0.5461268238
817	0.5460403855
818	0.5459330719
819	0.5458774883
820	0.5457662624
821	0.5456583808
822	0.5455303049
823	0.5454557921
824	0.5453374409
825	0.545191482
826	0.5450565721
827	0.5450016519
828	0.5448599921
829	0.5446897831
830	0.5446146733
831	0.5444944919
832	0.5444125116
833	0.5442795598
834	0.5441744009
835	0.5440614698
836	0.5439632126
837	0.5438609224
838	0.543774921
839	0.5436123671
840	0.5435168639
841	0.5434283873
842	0.5433120003
843	0.5432061357
844	0.5430931059
845	0.5429967009
846	0.5428917555
847	0.5427956748
848	0.5426741407
849	0.5425413156
850	0.5424875566
851	0.5423641724
852	0.5422571325
853	0.5421669362
854	0.5420968399
855	0.5419292698
856	0.5418497345
857	0.5417270515
858	0.5415708021
859	0.5414835344
860	0.5413698655
861	0.5412922029
862	0.5411721081
863	0.5410922491
864	0.5409870772
865	0.540850047
866	0.5407268754
867	0.5406219553
868	0.5405069412
869	0.540443812
870	0.5403423745
871	0.540203792
872	0.5400829039
873	0.539964309
874	0.5398362154
875	0.5396902837
876	0.5396190309
877	0.5394833875
878	0.539361917
879	0.5392471852
880	0.5391218604
881	0.539050237
882	0.5389397217
883	0.5388460814
884	0.5387369687
885	0.5385946763
886	0.5385029342
887	0.5383788767
888	0.5382651846
889	0.5381224962
890	0.5379997457
891	0.5378860724
892	0.537782139
893	0.5376980479
894	0.5375810623
895	0.5374795889
896	0.5373443315
897	0.5372694326
898	0.537180526
899	0.5370558207
900	0.5369380185
901	0.5368377062
902	0.5367245866
903	0.5366335419
904	0.5365245719
905	0.5363598729
906	0.5362501356
907	0.5361638103
908	0.5360316406
909	0.5359238743
910	0.5358352452
911	0.5357400963
912	0.5355791495
913	0.5354574531
914	0.5353312617
915	0.5352392975
916	0.5351454833
917	0.5350632203
918	0.5349654283
919	0.5348602754
920	0.5347696404
921	0.5346499488
922	0.5345401228
923	0.5344352669
924	0.5343237472
925	0.5341860595
926	0.5340713989
927	0.533937838
928	0.5337907442
929	0.5336243249
930	0.5334893113
931	0.5333747203
932	0.533255241
933	0.5332019011
934	0.5331016203
935	0.5330217386
936	0.5328590382
937	0.5327551151
938	0.5326123519
939	0.5324887228
940	0.5323084817
941	0.5322047026
942	0.5321074821
943	0.5319530978
944	0.5318540408
945	0.5316946181
946	0.531559528
947	0.5314536644
948	0.5313302208
949	0.5312203797
950	0.5311408567
951	0.5309941638
952	0.5308750579
953	0.5307443272
954	0.5306478242
955	0.5305780398
956	0.5304438708
957	0.5303397367
958	0.5302802809
959	0.5301266953
960	0.5300431293
961	0.5299544645
962	0.5298679724
963	0.5297565163
964	0.5296149637
965	0.5295073545
966	0.5294005944
967	0.5292823119
968	0.5291128066
969	0.5290013751
970	0.5288618176
971	0.5287458002
972	0.5286059259
973	0.5284482869
974	0.5283329043
975	0.528228542
976	0.5281563309
977	0.5280584946
978	0.527956374
979	0.5278661709
980	0.5277995798
981	0.5277396791
982	0.5276047648
983	0.5275394959
984	0.5275016629
985	0.5273473073
986	0.5272568702
987	0.5271358363
988	0.527026562
989	0.5269252353
990	0.5267670015
991	0.5266635446
992	0.5265185597
993	0.526413721
994	0.526329762
995	0.5262239406
996	0.526122074
997	0.5260380897
998	0.5259163646
999	0.5258576731
1000	0.5257666285
1001	0.525684292
1002	0.5256184731
1003	0.5255348798
1004	0.5253821451
1005	0.5252251879
1006	0.5251445268
1007	0.5250402794
1008	0.5249412163
1009	0.5248498075
1010	0.5247262766
1011	0.524622192
1012	0.5244934796
1013	0.5243297666
1014	0.524218281
1015	0.5240997015
1016	0.5239584542
1017	0.523801683
1018	0.523722853
1019	0.5236282941
1020	0.5235006745
1021	0.5233646755
1022	0.523263435
1023	0.5231350853
1024	0.5229690005
1025	0.5228896025
1026	0.5227963739
1027	0.5227320463
1028	0.5226050889
1029	0.5224416649
1030	0.5222925504
1031	0.5221813005
1032	0.5220718266
1033	0.5219399972
1034	0.521796003
1035	0.5217482132
1036	0.5215693135
1037	0.5214748941
1038	0.5213564674
1039	0.5212409565
1040	0.5211445232
1041	0.5210509073
1042	0.5209763123
1043	0.5208763674
1044	0.5207240713
1045	0.5206435003
1046	0.520522983
1047	0.5204463149
1048	0.520342669
1049	0.5202431434
1050	0.5201144352
1051	0.5200416358
1052	0.5199020929
1053	0.5198066783
1054	0.5197103916
1055	0.5196274874
1056	0.519521741
1057	0.5194093578
1058	0.5193085489
1059	0.51917664
1060	0.5190693041
1061	0.5189403294
1062	0.518846256
1063	0.5187688753
1064	0.5186213984
1065	0.5185480375
1066	0.518493745
1067	0.5183937861
1068	0.5182997875
1069	0.5181829405
1070	0.5180860107
1071	0.517950194
1072	0.5178428153
1073	0.5177046888
1074	0.5175772281
1075	0.5174358978
1076	0.5173422252
1077	0.5172418362
1078	0.5171631683
1079	0.5170907194
1080	0.5169970972
1081	0.516884952
1082	0.516766532
1083	0.5166410788
1084	0.5165145834
1085	0.5163793949
1086	0.5162960421
1087	0.5162480005
1088	0.5161657415
1089	0.5160566808
1090	0.5159251771
1091	0.515864767
1092	0.515760256
1093	0.5156861996
1094	0.5155727265
1095	0.5155011306
1096	0.5153967072
1097	0.515293475
1098	0.5152147921
1099	0.5151368102
1100	0.5150672791
1101	0.5150080733
1102	0.5149388182
1103	0.5148029835
1104	0.5146933659
1105	0.5146375666
1106	0.5145464256
1107	0.5144745654
1108	0.5143756819
1109	0.5142743492
1110	0.5141744036
1111	0.5141034228
1112	0.5139962525
1113	0.5138459011
1114	0.5137806549
1115	0.5137141581
1116	0.513591196
1117	0.5134791061
1118	0.5134001707
1119	0.5132723148
1120	0.5131541224
1121	0.5130428881
1122	0.5129355306
1123	0.5128473093
1124	0.512720441
1125	0.5126280156
1126	0.5125240056
1127	0.5124544205
1128	0.5123935602
1129	0.5122774941
1130	0.5121986506
1131	0.5120311332
1132	0.5119486547
1133	0.511881397
1134	0.5117672584
1135	0.5117020432
1136	0.5116087975
1137	0.5115450259
1138	0.5114184504
1139	0.5113214779
1140	0.5111919407
1141	0.5110982291
1142	0.5109982185
1143	0.5109178801
1144	0.5107735308
1145	0.510666977
1146	0.5105269166
1147	0.5104072295
1148	0.5103375174
1149	0.5102123674
1150	0.5101137337
1151	0.5100134535
1152	0.5098991764
1153	0.5097731184
1154	0.5096257087
1155	0.5095268609
1156	0.5094175564
1157	0.5093103765
1158	0.5092004583
1159	0.5090655976
1160	0.5089882586
1161	0.5089103545
1162	0.5088135309
1163	0.5087756116
1164	0.5086883829
1165	0.5085955171
1166	0.5085281194
1167	0.5084384712
1168	0.5083212375
1169	0.5082581037
1170	0.5081602477
1171	0.5081115038
1172	0.5080268479
1173	0.5078932645
1174	0.5078518629
1175	0.5077944385
1176	0.5077048397
1177	0.5076389151
1178	0.5075426482
1179	0.5074139739
1180	0.5073403283
1181	0.5072335318
1182	0.5071317395
1183	0.507049951
1184	0.506973747
1185	0.5068831033
1186	0.5067995791
1187	0.5066961265
1188	0.5066190593
1189	0.5065070216
1190	0.5064438741
1191	0.5063269426
1192	0.5062296453
1193	0.5060892125
1194	0.5060219253
1195	0.5059372473
1196	0.5058313685
1197	0.5057522532
1198	0.5056190629
1199	0.5054999472
1200	0.5054222229
1201	0.5053066307
1202	0.5052305504
1203	0.5051678031
1204	0.5050525835
1205	0.5048709976
1206	0.5047869933
1207	0.5047229011
1208	0.504604498
1209	0.504524986
1210	0.5044629327
1211	0.5043908019
1212	0.5042475634
1213	0.5041593862
1214	0.5040563153
1215	0.5039725662
1216	0.5039019975
1217	0.5038159764
1218	0.5037087304
1219	0.5036179908
1220	0.5035284954
1221	0.5034390575
1222	0.5033532545
1223	0.5032799777
1224	0.5031856776
1225	0.5030882699
1226	0.5030080493
1227	0.5029194382
1228	0.5028063146
1229	0.5026968841
1230	0.5026313746
1231	0.5025761572
1232	0.5024609243
1233	0.5023694202
1234	0.5022494707
1235	0.5021476221
1236	0.5020614384
1237	0.5019277396
1238	0.5018308483
1239	0.5017471937
1240	0.501685512
1241	0.5016432716
1242	0.5015409788
1243	0.5014644998
1244	0.5013665393
1245	0.5012945824
1246	0.5012335994
1247	0.5011006137
1248	0.5010102153
1249	0.5009388482
1250	0.5008111321
1251	0.5007304745
1252	0.5006281127
1253	0.5005770264
1254	0.5004860023
1255	0.5003979672
1256	0.5002945179
1257	0.5002272838
1258	0.500092872
1259	0.5000524827
1260	0.4999742997
1261	0.4998625079
1262	0.4997838998
1263	0.4997012286
1264	0.499652725
1265	0.4995791719
1266	0.4994921433
1267	0.4994139053
1268	0.4993816119
1269	0.499282805
1270	0.4991882244
1271	0.4991295005
1272	0.4990441661
1273	0.4989663338
1274	0.4988316958
1275	0.4987425788
1276	0.4986348686
1277	0.4985465659
1278	0.4984769964
1279	0.4984034067
1280	0.4983281777
1281	0.4982040495
1282	0.4980966152
1283	0.4980200858
1284	0.4979152701
1285	0.4978591978
1286	0.4977695548
1287	0.4976215695
1288	0.4975482658
1289	0.4974682597
1290	0.4973448393
1291	0.4972425909
1292	0.4971398092
1293	0.4970845142
1294	0.4970128581
1295	0.4968733893
1296	0.4968336047
1297	0.4967394343
1298	0.4966009054
1299	0.4965323298
1300	0.4964467768
1301	0.4963776614
1302	0.4963223701
1303	0.4962613219
1304	0.4961931038
1305	0.4961305538
1306	0.4960399632
1307	0.4959425971
1308	0.4958668729
1309	0.4958077745
1310	0.4957374917
1311	0.4956289804
1312	0.4955532692
1313	0.4954467891
1314	0.4953837539
1315	0.4952697948
1316	0.4951962239
1317	0.4951384833
1318	0.4950338518
1319	0.4949683368
1320	0.4949319413
1321	0.4948136695
1322	0.4947253373
1323	0.4946427479
1324	0.4945753259
1325	0.4944958342
1326	0.4943789639
1327	0.4942761955
1328	0.4941878282
1329	0.4940882217
1330	0.4939558269
1331	0.4938720274
1332	0.4938348623
1333	0.4937779517
1334	0.4936607174
1335	0.4935797843
1336	0.4935130775
1337	0.493422767
1338	0.4933380864
1339	0.4932745685
1340	0.4931688559
1341	0.4930781631
1342	0.4929660368
1343	0.4928877811
1344	0.4927256941
1345	0.4926552265
1346	0.4925868477
1347	0.4925109733
1348	0.4924566123
1349	0.4923042943
1350	0.4922417195
1351	0.4921585671
1352	0.4920758887
1353	0.4919925712
1354	0.491907751
1355	0.4918762066
1356	0.4918054144
1357	0.491728156
1358	0.4916351308
1359	0.4915527453
1360	0.4914501265
1361	0.4913622362
1362	0.4912489495
1363	0.4911831845
1364	0.4911075849
1365	0.4909966451
1366	0.4909192299
1367	0.4908445095
1368	0.4907103512
1369	0.4906188481
1370	0.4905139231
1371	0.4904506096
1372	0.4903954144
1373	0.4903390787
1374	0.4902458091
1375	0.4901691568
1376	0.4900477232
1377	0.4899719086
1378	0.4899109798
1379	0.4898093365
1380	0.4897447326
1381	0.4896347181
1382	0.4895444559
1383	0.4894549404
1384	0.4893869675
1385	0.4892982023
1386	0.4891881303
1387	0.4891210457
1388	0.4890611071
1389	0.4890109273
1390	0.4888589715
1391	0.4888141178
1392	0.4887160412
1393	0.4886451391
1394	0.4886049918
1395	0.4885711681
1396	0.4884628115
1397	0.4883351726
1398	0.4882669328
1399	0.4881805188
1400	0.4880508463
1401	0.4879686572
1402	0.4878741076
1403	0.4877760218
1404	0.4876819929
1405	0.487590983
1406	0.4875366048
1407	0.4874683141
1408	0.4873784494
1409	0.4873128076
1410	0.4872745276
1411	0.4871876657
1412	0.487141509
1413	0.4870867363
1414	0.4870431528
1415	0.4868982632
1416	0.4868285814
1417	0.4867092308
1418	0.4866537185
1419	0.4865861297
1420	0.4865241618
1421	0.4864330645
1422	0.4863625059
1423	0.486256129
1424	0.4862049269
1425	0.4860711777
1426	0.4859711587
1427	0.4858964377
1428	0.4858168487
1429	0.4857153106
1430	0.4856528721
1431	0.4855451909
1432	0.4854688786
1433	0.4853630463
1434	0.4852838682
1435	0.4852109435
1436	0.4851286782
1437	0.4849931843
1438	0.4849287926
1439	0.4848482637
1440	0.4847851101
1441	0.4847266298
1442	0.4846184438
1443	0.4845516968
1444	0.4845016136
1445	0.4844417002
1446	0.4843800464
1447	0.484333407
1448	0.4842808583
1449	0.4842192058
1450	0.4841234611
1451	0.4840104413
1452	0.4839534527
1453	0.4838909642
1454	0.4837924361
1455	0.4837066784
1456	0.4836179728
1457	0.4835493408
1458	0.4834764433
1459	0.4833880878
1460	0.483305058
1461	0.48322303
1462	0.4831365666
1463	0.483068556
1464	0.483006059
1465	0.4829189371
1466	0.482798557
1467	0.4827307915
1468	0.482631401
1469	0.4825230203
1470	0.4824512875
1471	0.4823441078
1472	0.4822751791
1473	0.4822038247
1474	0.4821569725
1475	0.4820856974
1476	0.4820175185
1477	0.4819346663
1478	0.4818767261
1479	0.4817944193
1480	0.4816908188
1481	0.4816114922
1482	0.4815246944
1483	0.481474004
1484	0.4813903126
1485	0.4812732373
1486	0.4811904995
1487	0.4811183068
1488	0.4810191674
1489	0.4809691255
1490	0.4808704435
1491	0.4807823574
1492	0.4807306856
1493	0.4806431411
1494	0.4805727615
1495	0.4804341324
1496	0.4803524573
1497	0.4802632874
1498	0.4801461541
1499	0.4800181176
1500	0.4799381011
1501	0.4798353583
1502	0.4797510788
1503	0.4796772648
1504	0.479607803
1505	0.4794893891
1506	0.4794093211
1507	0.4793266529
1508	0.4792452091
1509	0.4791426453
1510	0.4790258734
